order,y_pred
337,919.9044
338,872.0982
339,1423.4739
340,1212.9358
341,1445.2278
342,1442.7925
343,1372.7607
344,843.1449
345,866.48236
346,1137.463
347,1267.7571
348,843.1449
349,843.1449
350,1211.5903
351,843.1449
352,1006.5378
353,1014.19476
354,1237.9108
355,1936.7207
356,843.1449
357,859.48285
358,1310.6274
359,1859.0614
360,843.1449
361,843.1449
362,1485.3523
363,1588.2688
364,890.72125
365,1100.0634
366,899.247
367,1484.9929
368,920.5207
369,933.5965
370,843.1449
371,1217.907
372,1866.9684
373,2094.0876
374,876.1202
375,862.4534
376,874.87164
377,843.1449
378,1119.6089
379,1459.722
380,1392.6514
381,1332.124
382,899.5319
383,1388.7112
384,1153.1896
385,906.3049
386,843.1449
387,1086.2122
388,1559.679
389,1188.5671
390,843.1449
391,914.70056
392,843.1449
393,1315.992
394,897.3464
395,853.1598
396,916.608
397,1081.906
398,1599.1367
399,1386.0256
400,843.1449
401,973.83685
402,857.55457
403,935.60675
404,843.1449
405,843.1449
406,1054.6366
407,1476.4983
408,910.17755
409,1179.3223
410,846.4042
411,1060.2687
412,877.1031
413,1506.7454
414,843.1449
415,953.75165
416,857.57404
417,843.1449
418,1267.8167
419,1349.9037
420,895.93164
421,843.1449
422,1212.6343
423,1502.0774
424,843.1449
425,843.1449
426,1116.6259
427,1230.8215
428,929.8298
429,985.1345
430,843.1449
431,843.1449
432,1090.005
433,1585.4968
434,843.1449
435,843.1449
436,1147.6223
437,1262.0747
438,843.1449
439,1002.4662
440,843.1449
441,1007.3274
442,843.1449
443,1459.7932
444,1736.5925
445,1302.0715
446,843.1449
447,1147.7782
448,843.1449
449,843.1449
450,1005.23883
451,1262.4575
452,843.1449
453,1128.5096
454,843.1449
455,843.1449
456,1359.7161
457,1548.4631
458,843.1449
459,901.4572
460,959.26276
461,1365.9775
462,843.1449
463,1301.0176
464,1066.1018
465,965.0914
466,843.1449
467,843.1449
468,851.42816
469,883.41364
470,864.8963
471,1162.9764
472,1459.303
473,1580.3091
474,1357.884
475,1500.2576
476,1422.9163
477,1238.9866
478,843.1449
479,843.1449
480,843.1449
481,1359.0957
482,1419.9377
483,1494.8267
484,843.1449
485,843.1449
486,869.7262
487,1314.6262
488,1442.6392
489,1378.636
490,843.1449
491,843.1449
492,843.1449
493,1465.385
494,1385.3218
495,1411.1366
496,888.425
497,1121.9442
498,843.1449
499,1282.4558
500,1759.4155
501,1969.5027
502,843.1449
503,874.17
504,843.1449
505,1672.449
506,1411.9741
507,1422.0105
508,847.9605
509,1022.3386
510,843.1449
511,843.1449
512,1536.673
513,1362.6311
514,843.1449
515,843.1449
516,843.1449
517,1262.3667
518,1252.3843
519,1437.9001
520,843.1449
521,843.1449
522,843.1449
523,1443.5599
524,1192.3435
525,1296.5942
526,843.1449
527,1439.9878
528,843.1449
529,843.1449
530,1062.7314
531,1519.7196
532,975.8448
533,1385.521
534,1052.3601
535,990.82916
536,850.33136
537,843.1449
538,843.1449
539,843.1449
540,1646.0685
541,1183.9938
542,1227.0444
543,1492.3318
544,935.169
545,1091.93
546,920.195
547,843.1449
548,1930.8934
549,843.1449
550,891.03375
551,843.1449
552,1633.9868
553,1311.2499
554,843.1449
555,1063.1572
556,843.1449
557,1284.9614
558,843.1449
559,861.3343
560,1162.1774
561,843.1449
562,843.1449
563,843.1449
564,1165.8955
565,1719.168
566,1358.5076
567,1636.3174
568,850.4703
569,843.1449
570,843.1449
571,1000.1613
572,1475.8845
573,1882.3295
574,843.1449
575,843.1449
576,843.1449
577,1370.0615
578,1300.1062
579,2037.1415
580,843.1449
581,1060.18
582,945.2635
583,1052.9204
584,843.1449
585,855.4588
586,1454.7766
587,1169.4989
588,843.1449
589,1242.467
590,849.90924
591,920.7205
592,973.30316
593,1669.061
594,843.1449
595,942.4108
596,905.89594
597,853.9589
598,1167.9845
599,1289.7317
600,843.1449
601,843.1449
602,1125.2518
603,1440.4741
604,868.3529
605,843.1449
606,843.1449
607,1019.85333
608,1621.4384
609,1444.4218
610,843.1449
611,843.1449
612,1434.4067
613,843.1449
614,1179.3943
615,1603.3171
616,843.1449
617,1395.6858
618,962.07745
619,1097.2743
620,1038.912
621,862.6928
622,850.08813
623,843.1449
624,1016.81635
625,1485.9336
626,843.1449
627,1068.1415
628,914.60175
629,1146.3928
630,961.6679
631,1553.4373
632,1280.8179
633,2061.3464
634,1544.3771
635,1564.951
636,1809.6265
637,2016.5007
638,904.5772
639,1147.419
640,1841.2383
641,1418.0244
642,1532.2583
643,2073.4675
644,1564.94
645,1729.4907
646,1978.6685
647,2208.7495
648,843.1449
649,843.8772
650,1550.559
651,1434.9645
652,843.1449
653,843.1449
654,1350.4105
655,1208.667
656,843.1449
657,870.92633
658,983.9922
659,1747.4819
660,919.1591
661,962.58466
662,909.96356
663,2070.7573
664,2172.5015
665,1608.4377
666,1692.5397
667,1491.548
668,1735.9995
669,956.2563
670,843.1449
671,1317.4807
672,1481.3716
673,1615.9813
674,888.668
675,885.3092
676,1194.1648
677,1523.011
678,1534.3809
679,843.3945
680,1183.5889
681,2176.7034
682,843.1449
683,1564.9312
684,1548.1381
685,843.1449
686,1730.513
687,2037.433
688,1617.1193
689,1502.5476
690,843.1449
691,843.1449
692,1565.0522
693,1855.3428
694,1167.1116
695,1413.6249
696,843.1449
697,843.1449
698,1290.3234
699,1403.2817
700,843.1449
701,843.1449
702,1269.8022
703,1517.0869
704,881.067
705,864.7024
706,843.1449
707,1282.8385
708,1593.2341
709,1346.544
710,869.8337
711,843.1449
712,1424.8627
713,1406.5481
714,1080.3586
715,843.1449
716,843.1449
717,905.6296
718,1221.0359
719,1574.0244
720,843.1449
721,843.1449
722,911.71216
723,1822.9014
724,864.7785
725,956.3778
726,843.1449
727,990.0668
728,1741.6335
729,1852.7944
730,843.1449
731,860.95496
732,1202.2051
733,1640.8932
734,901.10944
735,843.1449
736,1216.4453
737,1390.9607
738,968.3321
739,1725.7795
740,906.38556
741,861.85376
742,1249.1432
743,1545.4067
744,843.1449
745,1324.2214
746,911.7952
747,843.1449
748,897.84283
749,879.4445
750,1133.6998
751,956.81445
752,1195.0452
753,1538.754
754,1452.1914
755,1216.2112
756,843.1449
757,1615.6477
758,983.9904
759,1638.5767
760,843.1449
761,843.1449
762,843.1449
763,851.74506
764,898.2836
765,1686.3799
766,1413.0284
767,1581.7485
768,987.8261
769,1125.1456
770,1055.7502
771,1287.242
772,843.1449
773,843.1449
774,1427.887
775,1300.1985
776,843.1449
777,912.4853
778,843.1449
779,1672.2719
780,898.7059
781,878.54376
782,843.1449
783,1204.5835
784,1223.4044
785,1409.5271
786,866.39575
787,843.1449
788,1708.6139
789,1337.7931
790,867.0614
791,974.3497
792,843.1449
793,989.0568
794,868.5202
795,1853.8618
796,1602.4053
797,1534.8777
798,843.1449
799,843.1449
800,1319.9336
801,1347.6631
802,1547.9211
803,1564.9946
804,901.9073
805,1728.7468
806,1878.6289
807,1944.7559
808,1520.5796
809,843.1449
810,1196.44
811,1959.9802
812,923.04877
813,843.1449
814,1251.1489
815,1945.1063
816,843.1449
817,867.2247
818,843.1449
819,1699.7141
820,1249.5312
821,1724.1807
822,919.53204
823,1173.6656
824,843.1449
825,1690.9353
826,1352.4778
827,2140.1338
828,843.1449
829,843.1449
830,843.1449
831,843.1449
832,1100.7241
833,1044.6665
834,1453.4546
835,1589.15
836,1581.3667
837,2270.7764
838,887.0413
839,843.1449
840,884.87787
841,1305.6096
842,1367.089
843,1899.346
844,843.1449
845,1366.2627
846,957.62335
847,1260.2538
848,1511.5227
849,1580.0745
850,843.1449
851,936.7542
852,963.3377
853,1477.2737
854,1715.206
855,1001.66754
856,958.7581
857,853.85675
858,1189.2632
859,874.10675
860,909.36896
861,850.1186
862,843.1449
863,1334.301
864,1801.3231
865,1707.6858
866,1041.3678
867,843.1449
868,1189.2025
869,1623.4683
870,870.2318
871,1196.0269
872,928.8824
873,1327.8715
874,843.1449
875,843.1449
876,843.1449
877,1130.6171
878,959.2076
879,843.1449
880,1123.7957
881,1786.9012
882,940.00397
883,978.38873
884,843.1449
885,843.1449
886,1062.7384
887,1596.7034
888,1115.4824
889,843.1449
890,1334.842
891,1221.207
892,843.1449
893,843.1449
894,1486.4102
895,1537.6353
896,903.79767
897,1246.4839
898,1042.356
899,2062.0784
900,843.1449
901,843.1449
902,843.1449
903,1066.4735
904,2310.6965
905,1187.2374
906,843.1449
907,860.6341
908,843.1449
909,843.1449
910,843.1449
911,1727.0933
912,1307.4922
913,1211.4379
914,901.6247
915,1383.9321
916,882.6963
917,843.1449
918,1159.8783
919,1326.2542
920,940.19586
921,925.242
922,1076.3462
923,955.37933
924,843.1449
925,843.1449
926,998.0823
927,1731.3823
928,1556.5056
929,1398.4178
930,2076.2422
931,843.1449
932,843.1449
933,1010.6244
934,2235.0852
935,2274.753
936,1400.7043
937,1557.7584
938,843.1449
939,1420.9575
940,927.3217
941,1781.5621
942,843.1449
943,1686.7083
944,1279.3218
945,843.1449
946,1023.8527
947,1566.9559
948,843.1449
949,843.1449
950,939.37604
951,1561.7854
952,1427.8528
953,1421.1624
954,950.2331
955,1291.8616
956,857.2482
957,846.5487
958,1384.5756
959,1327.1357
960,913.7796
961,843.1449
962,843.1449
963,1053.5187
964,1786.3867
965,1441.4017
966,843.1449
967,930.45593
968,1041.8224
969,843.1449
970,1099.3723
971,1574.5798
972,843.1449
973,843.1449
974,910.1431
975,1462.9417
976,843.1449
977,1067.2365
978,843.1449
979,1304.8364
980,843.1449
981,843.1449
982,1377.1118
983,1299.9492
984,876.59125
985,843.1449
986,910.54956
987,1559.2672
988,1320.8507
989,922.47626
990,843.1449
991,843.1449
992,843.1449
993,848.66547
994,843.1449
995,1277.3777
996,1302.8583
997,1592.3335
998,1454.5708
999,1405.2656
1000,1538.675
1001,1710.9504
1002,888.012
1003,843.1449
1004,961.7768
1005,1382.5767
1006,843.1449
1007,871.8532
1008,843.1449
1009,1530.1514
1010,1103.6837
1011,1033.978
1012,843.1449
1013,843.1449
1014,843.1449
1015,1355.5115
1016,1254.9137
1017,1483.9238
1018,843.1449
1019,843.1449
1020,952.4422
1021,1252.4751
1022,891.2277
1023,1068.1736
1024,843.1449
1025,843.1449
1026,1407.5339
1027,1550.0973
1028,945.3588
1029,843.1449
1030,1566.5867
1031,1455.8892
1032,1608.1571
1033,1883.3538
1034,874.20087
1035,843.1449
1036,939.74335
1037,1475.3254
1038,1035.8914
1039,843.1449
1040,843.1449
1041,1243.1919
1042,1249.5675
1043,1212.7822
1044,882.94635
1045,843.1449
1046,1018.8902
1047,1567.178
1048,843.1449
1049,843.1449
1050,843.1449
1051,1001.4078
1052,1260.1912
1053,1318.4304
1054,843.1449
1055,843.1449
1056,843.1449
1057,1320.6533
1058,1567.3167
1059,1490.2109
1060,843.1449
1061,863.34735
1062,945.6032
1063,1526.5569
1064,1120.8232
1065,1326.6387
1066,1118.7605
1067,1745.3678
1068,843.1449
1069,1054.566
1070,844.6705
1071,843.1449
1072,843.1449
1073,937.4485
1074,1346.8813
1075,1437.9536
1076,935.82544
1077,1174.8934
1078,850.4571
1079,1402.1128
1080,892.59265
1081,1322.1594
1082,1127.5491
1083,843.1449
1084,1074.5304
1085,1546.7954
1086,912.0516
1087,1025.6912
1088,843.1449
1089,843.1449
1090,888.40356
1091,1247.2776
1092,1381.4619
1093,1454.8008
1094,867.2193
1095,941.8809
1096,843.1449
1097,1565.794
1098,1213.6846
1099,1598.5898
1100,843.1449
1101,1364.501
1102,1301.1089
1103,843.1449
1104,1434.7776
1105,1393.3066
1106,843.1449
1107,843.1449
1108,843.1449
1109,1123.698
1110,1970.3674
1111,1620.238
1112,1531.0774
1113,853.87335
1114,1564.9553
1115,1564.9897
1116,863.2518
1117,982.9074
1118,843.1449
1119,917.5876
1120,1865.7504
1121,1950.377
1122,1950.8364
1123,1934.9945
1124,903.9764
1125,1280.0432
1126,1551.908
1127,851.53033
1128,1087.6649
1129,1533.7123
1130,843.1449
1131,1086.854
1132,843.1449
1133,917.7707
1134,1126.6824
1135,928.17303
1136,996.5611
1137,1480.4944
1138,1687.0203
1139,1341.0703
1140,872.70013
1141,953.70026
1142,843.1449
1143,843.1449
1144,1120.4698
1145,1273.0159
1146,887.5721
1147,1451.4233
1148,1665.8481
1149,843.1449
1150,843.1449
1151,873.4423
1152,1889.3896
1153,1581.2074
1154,1205.6616
1155,1277.0074
1156,843.1449
1157,843.1449
1158,1366.4016
1159,1354.2346
1160,843.1449
1161,843.1449
1162,1026.975
1163,1371.8234
1164,843.1449
1165,843.1449
1166,1335.3672
1167,1257.245
1168,843.1449
1169,865.91583
1170,892.3459
1171,1849.7948
1172,843.1449
1173,1070.0394
1174,1458.0977
1175,1630.3356
1176,942.68365
1177,843.1449
1178,1081.5619
1179,1372.3823
1180,993.0964
1181,1604.2467
1182,1207.3901
1183,843.1449
1184,1186.0692
1185,1271.8711
1186,856.7552
1187,843.1449
1188,1340.6636
1189,1636.6243
1190,1252.1082
1191,843.1449
1192,1093.1155
1193,1360.4377
1194,843.1449
1195,843.1449
1196,910.89813
1197,882.45624
1198,950.0848
1199,843.1449
1200,901.9068
1201,1773.2422
1202,843.1449
1203,868.29694
1204,843.1449
1205,1551.1941
1206,843.1449
1207,843.1449
1208,977.6091
1209,1468.1113
1210,843.1449
1211,1007.36774
1212,881.94257
1213,1084.9791
1214,933.74396
1215,968.0165
1216,1058.8832
1217,843.1449
1218,1375.8147
1219,1414.1211
1220,843.1449
1221,843.1449
1222,849.29517
1223,843.1449
1224,866.6297
1225,1202.028
1226,1295.8528
1227,1514.2769
1228,1440.9307
1229,1700.4458
1230,1312.3923
1231,843.1449
1232,843.1449
1233,843.1449
1234,843.1449
1235,843.1449
1236,1123.3411
1237,1330.3009
1238,1286.5338
1239,1308.0472
1240,1476.6362
1241,1268.312
1242,843.1449
1243,843.1449
1244,1429.147
1245,1330.9009
1246,843.1449
1247,1225.2548
1248,892.5944
1249,1146.9283
1250,912.37225
1251,1284.1016
1252,843.1449
1253,1078.2369
1254,918.451
1255,843.1449
1256,843.1449
1257,1116.3654
1258,1924.1106
1259,1356.3237
1260,918.1012
1261,843.1449
1262,857.08624
1263,1499.0745
1264,843.1449
1265,947.72723
1266,939.4639
1267,2098.1487
1268,843.1449
1269,843.1449
1270,843.1449
1271,886.8592
1272,1663.3423
1273,1318.9146
1274,843.1449
1275,1058.9427
1276,843.1449
1277,843.1449
1278,904.7507
1279,1221.2374
1280,849.50494
1281,843.1449
1282,843.1449
1283,1229.2073
1284,1559.9846
1285,1375.2762
1286,843.1449
1287,886.3815
1288,843.1449
1289,1564.6841
1290,843.1449
1291,1424.8353
1292,1730.787
1293,2054.8965
1294,1533.3843
1295,1564.9805
1296,843.1449
1297,1519.9863
1298,2002.0382
1299,1997.1704
1300,1218.0818
1301,1564.8966
1302,1865.1069
1303,1933.5029
1304,843.1449
1305,843.1449
1306,848.51666
1307,1309.2124
1308,878.2303
1309,1194.1554
1310,843.1449
1311,942.58295
1312,906.8741
1313,843.1449
1314,1272.0479
1315,1504.7386
1316,871.63885
1317,872.4128
1318,1187.2845
1319,1683.6195
1320,1159.9465
1321,843.1449
1322,843.1449
1323,1054.3402
1324,1815.0264
1325,1513.0748
1326,843.1449
1327,1139.2109
1328,1676.8767
1329,2121.382
1330,846.85785
1331,843.1449
1332,1563.3666
1333,1430.2502
1334,978.2149
1335,918.22125
1336,876.1784
1337,866.5484
1338,977.51166
1339,843.1449
1340,973.12604
1341,1311.0507
1342,1460.0056
1343,1414.2599
1344,947.3871
1345,890.1202
1346,978.80316
1347,993.64276
1348,1418.3341
1349,1550.2563
1350,1593.7035
1351,1360.9854
1352,1240.5403
1353,922.5031
1354,843.1449
1355,1419.7169
1356,1630.2671
1357,1464.8295
1358,855.8547
1359,881.5833
1360,1461.7185
1361,1792.3076
1362,843.1449
1363,843.1449
1364,1209.6414
1365,1492.0071
1366,843.1449
1367,1019.72003
1368,843.1449
1369,843.1449
1370,1003.6189
1371,1320.928
1372,843.1449
1373,1147.2432
1374,866.07184
1375,843.1449
1376,943.53766
1377,1389.1279
1378,1354.264
1379,1565.8723
1380,926.2108
1381,843.1449
1382,987.0887
1383,1304.2441
1384,1231.1365
1385,1511.6782
1386,843.1449
1387,843.1449
1388,1028.3788
1389,1578.9384
1390,843.1449
1391,1592.9535
1392,843.1449
1393,843.1449
1394,843.1449
1395,2067.333
1396,1149.8645
1397,1241.5817
1398,1253.1157
1399,2182.7458
1400,843.1449
1401,852.5419
1402,843.1449
1403,1233.1782
1404,1526.8914
1405,1386.5151
1406,843.1449
1407,843.1449
1408,853.3797
1409,1316.6418
1410,1478.763
1411,1698.9094
1412,843.1449
1413,1229.8223
1414,930.56305
1415,1090.4545
1416,843.1449
1417,1347.2693
1418,943.3046
1419,843.1449
1420,1218.3875
1421,843.1449
1422,1025.4431
1423,1020.28424
1424,1211.0525
1425,1673.9229
1426,1592.3538
1427,1605.7448
1428,1622.5496
1429,1761.4359
1430,843.1449
1431,843.1449
1432,843.1449
1433,1110.4159
1434,1302.2002
1435,1723.584
1436,1230.4784
1437,1160.7275
1438,987.4766
1439,1407.7844
1440,843.1449
1441,1003.1347
1442,1022.39484
1443,1432.8235
1444,1500.2854
1445,1042.3427
1446,1000.53375
1447,1617.042
1448,1811.4814
1449,1682.3569
1450,1624.0256
1451,1756.8064
1452,1551.8704
1453,1179.9427
1454,1923.7709
1455,1464.1804
1456,898.76044
1457,843.1449
1458,843.1449
1459,1163.34
1460,1264.9447
1461,1275.5999
1462,1527.6377
1463,921.49567
1464,1566.8796
1465,1924.6533
1466,843.1449
1467,881.1307
1468,1154.639
1469,1656.8936
1470,843.1449
1471,1831.782
1472,1049.2255
1473,953.2918
1474,843.1449
1475,939.63226
1476,927.27094
1477,2329.3481
1478,843.1449
1479,1023.5765
1480,843.1449
1481,995.8263
1482,1524.7379
1483,869.2582
1484,887.14886
1485,843.1449
1486,1236.6614
1487,1367.0084
1488,1576.4751
1489,2054.2097
1490,912.8018
1491,877.1675
1492,843.1449
1493,2110.8748
1494,1437.1912
1495,2251.5393
1496,843.465
1497,843.1449
1498,1107.1243
1499,1680.7427
1500,854.99243
1501,1710.5881
1502,1176.3054
1503,1586.8075
1504,843.1449
1505,1952.5254
1506,843.1449
1507,873.9996
1508,1072.1692
1509,1788.1763
1510,1024.342
1511,843.1449
1512,1568.5742
1513,1354.6431
1514,843.1449
1515,843.1449
1516,989.54926
1517,850.2581
1518,1180.8453
1519,1240.5599
1520,1257.9131
1521,1732.852
1522,855.949
1523,1191.0438
1524,843.1449
1525,1701.488
1526,843.1449
1527,1006.6101
1528,914.49835
1529,1377.2998
1530,1616.436
1531,1571.1238
1532,988.8486
1533,1165.2677
1534,843.1449
1535,1312.4209
1536,1016.62726
1537,1438.2727
1538,843.1449
1539,1002.904
1540,843.1449
1541,900.54376
1542,1245.9019
1543,1335.1993
1544,843.1449
1545,981.3971
1546,1359.7021
1547,1646.286
1548,843.1449
1549,1132.9855
1550,843.1449
1551,2138.8433
1552,843.1449
1553,1255.278
1554,923.08276
1555,1488.2437
1556,843.1449
1557,855.4654
1558,1016.3485
1559,996.5439
1560,1629.31
1561,1337.4896
1562,1670.7041
1563,1659.74
1564,843.1449
1565,1171.677
1566,843.1449
1567,890.6669
1568,1434.4541
1569,1269.8513
1570,843.1449
1571,843.1449
1572,843.1449
1573,843.1449
1574,1158.3451
1575,1252.0298
1576,1298.0509
1577,1227.7034
1578,843.1449
1579,843.1449
1580,843.1449
1581,988.5472
1582,843.1449
1583,843.1449
1584,1343.4803
1585,1556.738
1586,843.1449
1587,843.1449
1588,1139.4933
1589,1299.7047
1590,846.2629
1591,963.4819
1592,843.1449
1593,1338.9069
1594,944.4869
1595,1096.3967
1596,843.1449
1597,1244.5414
1598,925.73553
1599,1053.4204
1600,931.4529
1601,1399.0298
1602,912.4435
1603,843.1449
1604,1097.7695
1605,1461.2584
1606,1197.5173
1607,1026.4147
1608,843.1449
1609,843.1449
1610,983.7375
1611,1535.2621
1612,843.1449
1613,1053.7057
1614,937.4288
1615,1012.73004
1616,883.96063
1617,859.4987
1618,1092.1229
1619,1686.7773
1620,1443.0864
1621,1260.5066
1622,924.2026
1623,843.1449
1624,1094.5535
1625,1468.4365
1626,852.22266
1627,1090.2695
1628,843.1449
1629,843.1449
1630,1652.2085
1631,1506.1172
1632,913.6081
1633,1033.8745
1634,843.1449
1635,915.93066
1636,843.1449
1637,1699.9445
1638,843.1449
1639,1003.9288
1640,843.1449
1641,843.1449
1642,1298.9121
1643,1623.4978
1644,1200.5391
1645,897.9316
1646,1255.8755
1647,1218.4425
1648,843.1449
1649,843.1449
1650,1005.273
1651,1211.3574
1652,1245.7449
1653,1407.103
1654,843.1449
1655,1304.2739
1656,990.4971
1657,1490.9523
1658,877.2294
1659,880.2784
1660,1180.6874
1661,843.1449
1662,843.1449
1663,1036.2627
1664,2130.5444
1665,1852.376
1666,843.1449
1667,846.40704
1668,1335.6655
1669,1689.9993
1670,954.6771
1671,1043.4368
1672,1058.9136
1673,972.9726
1674,1880.5175
1675,1976.9136
1676,852.6941
1677,1483.2019
1678,843.1449
1679,1255.5171
1680,843.1449
1681,1273.6031
1682,843.1449
1683,1175.5725
1684,843.1449
1685,1439.6399
1686,843.1449
1687,1419.1964
1688,891.55096
1689,1204.2026
1690,1012.649
1691,1575.9666
1692,848.597
1693,1179.9795
1694,1024.9081
1695,1722.5894
1696,843.1449
1697,859.9494
1698,1078.5002
1699,1758.0475
1700,2017.7955
1701,2121.9692
1702,1290.3741
1703,1505.5159
1704,945.5024
1705,1076.8989
1706,843.1449
1707,843.1449
1708,1061.949
1709,2019.624
1710,936.1635
1711,1362.4822
1712,843.1449
1713,930.91724
1714,843.1449
1715,1151.8798
1716,888.386
1717,1008.4769
1718,843.1449
1719,854.73956
1720,884.08026
1721,843.1449
1722,1215.5393
1723,1623.3616
1724,843.1449
1725,843.1449
1726,985.8851
1727,1202.0872
1728,879.0817
1729,1150.5333
1730,843.1449
1731,968.92474
1732,843.1449
1733,1345.6831
1734,972.56244
1735,1147.3087
1736,888.34753
1737,1079.5157
1738,843.1449
1739,1109.9902
1740,843.1449
1741,1265.8091
1742,843.1449
1743,1595.5233
1744,895.3038
1745,1273.3945
1746,843.1449
1747,1047.1294
1748,843.1449
1749,881.2054
1750,1522.3167
1751,1290.5825
1752,856.8016
1753,884.43256
1754,996.416
1755,1325.4918
1756,843.1449
1757,957.12585
1758,843.1449
1759,903.2077
1760,1715.3818
1761,1371.7897
1762,1011.96967
1763,1324.6375
1764,843.1449
1765,843.1449
1766,1248.7744
1767,1450.2217
1768,914.18585
1769,843.1449
1770,1334.5278
1771,1806.4556
1772,843.1449
1773,843.1449
1774,958.68713
